Unnamed: 0,Employee ID,Full_Name,StartDate,ExitDate,Domain,Supervisor,Emails,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance_Score,CurrentEmployee_Rating,Survey_Date,Engagement_Score,Satisfaction_Score,WorkLifeBalance_Score,Training_Date,Trainingprogram_Name,Training_type,Training_outcome,Location,Trainer,Trainingduration,Training_cost,status
1407,1834,Dereon Huffman,31-07-2020,05-04-2021,Production Technician II,Joseph Diaz,dereon.huffman@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Production       ,Project Management - Con,13-09-1978,MA,Coordinator,Female,80929,White,Divorced,Needs Improvement,3,08-12-2022,4,5,1,11-03-2023,Technical Skills,Internal,Incomplete,Port Alicemouth,Gregory Kline,1,845.82,Valid
1408,1835,Colin Cherry,10-09-2021,19-07-2022,Production Technician II,Danielle Reyes,colin.cherry@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Resignation,Production       ,Field Operations,25-11-1982,MA,Laborer,Female,5480,Asian,Single,Needs Improvement,3,11-04-2023,5,2,2,01-03-2023,Communication Skills,Internal,Passed,New Aaron,Vanessa Villarreal,4,727.9,Valid
1409,1836,Karla Hines,19-06-2019,22-05-2022,Production Technician II,Daniel Hardy,karla.hines@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,Production       ,Field Operations,14-01-1971,MA,Laborer,Male,35394,Hispanic,Divorced,Needs Improvement,3,06-10-2022,1,4,3,21-07-2023,Project Management,Internal,Incomplete,North Brad,Rachel Daniels,1,760.41,Valid
1410,1837,Colton Decker,16-08-2021,22-05-2022,Production Technician II,Michael Graves,colton.decker@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Project Management - Con,17-06-1975,MA,Technician,Female,5981,Asian,Divorced,Needs Improvement,3,01-01-2023,1,3,3,25-07-2023,Project Management,Internal,Incomplete,Lake Tashaside,Andrew Velazquez,5,567.74,Valid
1411,1838,Jayleen Tran,08-07-2019,22-05-2022,Production Technician I,Elizabeth Kaufman,jayleen.tran@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,Production       ,Aerial,16-09-1958,MA,Laborer,Female,4188,White,Widowed,Exceeds,3,01-07-2023,2,1,1,14-01-2023,Communication Skills,External,Incomplete,Collinsshire,Kimberly Richardson,5,582.7,Valid
1412,1839,Aydin Perry,17-08-2021,31-08-2022,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,Production       ,People Services,29-03-1968,MA,Assistant,Female,74361,Other,Single,Exceeds,3,28-04-2023,3,3,3,16-08-2022,Leadership Development,External,Incomplete,West Nicole,Jacqueline Kelly,2,645.16,Valid
1413,1840,Jenna Casey,08-01-2021,22-05-2022,Production Technician I,Misty Brown,jenna.casey@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,General - Eng,07-08-1969,MA,Drafter,Female,56925,Hispanic,Single,Exceeds,3,24-08-2022,5,1,4,07-03-2023,Project Management,External,Passed,Port Dawnland,Steven Lewis,5,310.44,Valid
1414,1841,Remington Bullock,14-08-2018,22-05-2022,Production Technician I,Brian Paul,remington.bullock@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,Production       ,Field Operations,19-10-1958,MA,Operator,Female,62148,Hispanic,Widowed,Exceeds,3,30-03-2023,3,5,3,13-08-2022,Communication Skills,External,Failed,Michellefurt,Cody Moses DDS,4,683.42,Valid
1415,1842,Delaney Stewart,30-07-2021,22-05-2022,Production Technician I,Ricardo Harris,delaney.stewart@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,Production       ,General - Con,10-05-1998,MA,Coordinator,Male,20467,Asian,Divorced,Exceeds,3,07-12-2022,1,4,4,19-07-2023,Communication Skills,Internal,Completed,Jacksontown,Jenna Parks,3,129.49,Valid
1416,1843,Saige Jones,08-04-2023,22-05-2022,Production Technician I,Samantha French,saige.jones@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Engineers,12-01-1963,MA,Engineer,Male,43130,Hispanic,Married,Needs Improvement,3,31-07-2023,1,5,4,11-11-2022,Project Management,External,Incomplete,Ashleyburgh,Shawn Harris,5,349.46,Invalid
1417,1844,Camryn Fritz,11-09-2019,22-05-2022,Production Technician I,Nicole Vasquez,camryn.fritz@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,General - Con,23-11-1964,MA,Model Assistant,Female,52114,Other,Single,Exceeds,3,20-12-2022,2,1,4,19-08-2022,Project Management,Internal,Failed,Daniellemouth,John Santos,5,668.2,Valid
1418,1845,Amanda Lambert,05-03-2020,22-08-2021,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Production       ,Aerial,23-12-1941,MA,Laborer,Female,78947,Black,Single,Needs Improvement,3,18-06-2023,1,2,5,31-12-2022,Customer Service,External,Passed,Natashaburgh,Christopher Rowe,5,409.99,Valid
1419,1846,Winston Callahan,02-12-2019,22-05-2022,Production Technician I,Sarah Delacruz,winston.callahan@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Aerial,24-11-1946,MA,Foreman,Male,85558,Black,Single,Needs Improvement,3,21-06-2023,5,4,1,25-04-2023,Communication Skills,Internal,Passed,Torresstad,Abigail Underwood,4,964.4,Valid
1420,1847,Maverick Lang,03-12-2022,24-12-2022,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Production       ,Project Management - Con,16-10-2000,MA,Project Manager,Male,16653,Other,Divorced,Needs Improvement,3,23-11-2022,5,2,3,14-02-2023,Leadership Development,External,Completed,Lake Jonathanville,Marissa Parker,1,777.95,Valid
1421,1848,Harold Reid,23-12-2021,22-05-2022,Production Technician I,Lisa Reed,harold.reid@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,Production       ,Engineers,17-10-2000,MA,Engineer,Male,40621,Black,Divorced,PIP,3,10-04-2023,2,4,5,15-02-2023,Communication Skills,Internal,Completed,Jonesshire,Philip Smith,5,816.07,Valid
1422,1849,Cindy York,28-01-2022,22-05-2022,Production Technician I,Mary Conley,cindy.york@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,Production       ,Project Management - Con,28-05-1960,MA,Project Manager,Female,31815,Hispanic,Divorced,PIP,3,20-09-2022,2,4,4,04-06-2023,Leadership Development,External,Passed,New Jefferyfort,Brian Lee,4,332.12,Valid
1423,1850,Breanna Cardenas,15-12-2019,25-06-2021,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Production       ,Aerial,23-10-1996,MA,Lineman,Female,78073,White,Married,PIP,3,09-05-2023,3,1,2,02-05-2023,Communication Skills,Internal,Completed,Briannamouth,Gabrielle Matthews,1,950.45,Valid
1424,1851,Tripp Blake,11-11-2021,01-08-2022,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Production       ,General - Con,29-10-1967,MA,Laborer,Female,57276,Hispanic,Single,PIP,3,01-03-2023,1,1,4,04-09-2022,Communication Skills,External,Passed,Michaelview,Cody Daugherty,4,997.13,Valid
1425,1852,Elaine Moon,15-02-2019,28-07-2023,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Production       ,General - Con,18-10-1981,MA,Technician,Female,47682,Black,Single,PIP,3,02-05-2023,3,4,1,16-10-2022,Customer Service,Internal,Completed,Douglaschester,Matthew Goodman,1,917.56,Valid
1426,1853,Jaime Morrow,31-03-2022,22-05-2022,Production Technician II,Tara Fields,jaime.morrow@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,Production       ,Wireline Construction,24-12-1957,MA,Lineman,Female,26452,Other,Divorced,PIP,3,27-08-2022,4,3,5,10-08-2022,Project Management,External,Failed,Wesleyton,Noah Herrera,4,220.2,Valid
1427,1854,Leslie Potts,25-10-2020,18-04-2022,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Production       ,Shop (Fleet),29-08-1962,MA,Mechanic,Female,68252,Asian,Married,PIP,3,29-07-2023,1,2,5,18-05-2023,Technical Skills,External,Failed,Mcmahonview,Pedro Rodriguez,1,837.64,Valid
1428,1855,Keith Haas,25-07-2022,26-04-2023,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Production       ,General - Con,19-05-1947,MA,Locator,Male,42024,Other,Married,Exceeds,3,31-01-2023,3,3,3,30-08-2022,Technical Skills,External,Incomplete,South Matthewburgh,Andrew Gross,2,648.72,Valid
1429,1856,Matteo Oneal,02-08-2021,22-05-2022,Production Technician II,Nancy Valdez,matteo.oneal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Field Operations,19-09-1972,MA,Technician,Female,45723,Black,Widowed,Exceeds,3,14-03-2023,2,3,3,04-07-2023,Leadership Development,External,Failed,West Kimberly,Natalie Skinner,4,687.77,Valid
1430,1857,Erik Graham,13-11-2021,17-03-2023,Production Technician II,David Garcia,erik.graham@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Production       ,Billable Consultants,04-06-1956,MA,Engineer,Male,93336,Other,Divorced,Exceeds,3,21-08-2022,1,4,1,14-06-2023,Project Management,External,Incomplete,Port Christopher,Miss Jamie Miller,5,278.62,Valid
1431,1858,Lailah Haney,07-05-2019,27-11-2019,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Resignation,Production       ,Wireline Construction,20-02-1988,MA,Lineman,Female,16981,Asian,Widowed,Exceeds,3,26-10-2022,2,4,1,16-12-2022,Technical Skills,External,Failed,South Sonyahaven,Todd Clark,5,568.57,Valid
1432,1859,Mohamed Gay,31-12-2020,04-03-2021,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Production       ,Field Operations,14-12-1982,MA,Field Technician,Female,66623,Hispanic,Married,Exceeds,3,17-02-2023,4,2,5,07-10-2022,Technical Skills,Internal,Completed,Austinstad,Nancy Taylor,4,764.64,Valid
1433,1860,Frankie Banks,10-12-2019,07-03-2020,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Production       ,Project Management - Con,09-06-2000,MA,Coordinator,Female,34484,Asian,Divorced,Exceeds,3,21-03-2023,1,4,3,20-08-2022,Project Management,External,Passed,East Davidbury,Paul Farrell,3,551.45,Valid
1434,1861,Lorelei Glass,11-06-2020,22-05-2022,Production Technician I,Ana Harding,lorelei.glass@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,Production       ,Wireline Construction,11-11-1951,MA,Apprentice,Male,97856,Black,Widowed,Exceeds,3,22-09-2022,1,2,4,18-06-2023,Customer Service,Internal,Completed,Thompsonland,Bryan Reed,2,849.52,Valid
1435,1862,Marie Moyer,30-08-2021,22-05-2022,Production Technician I,Thomas Davis,marie.moyer@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Aerial,25-03-1985,MA,Laborer,Male,25103,Other,Single,Exceeds,3,11-03-2023,5,4,4,21-12-2022,Communication Skills,Internal,Incomplete,New Chelsea,Juan Meyer,1,180.61,Valid
1436,1863,Amari Bowen,04-11-2019,29-12-2021,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Production       ,Engineers,18-09-1987,MA,Engineer,Female,87036,Other,Single,Exceeds,3,04-07-2023,5,2,2,21-06-2023,Communication Skills,Internal,Passed,East Richard,Norman Chapman,3,559.52,Valid
1437,1864,Prince Dickerson,03-06-2023,18-07-2023,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Production       ,Field Operations,26-05-1972,MA,Splicer,Female,51953,Hispanic,Married,Exceeds,3,10-12-2022,3,2,1,06-08-2022,Project Management,Internal,Completed,South Waltershire,Laurie Miller,4,850.57,Valid
1438,1865,Lane Church,14-02-2021,22-05-2022,Production Technician I,Jamie Anderson,lane.church@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,Production       ,Field Operations,24-05-1969,MA,Lineman,Female,67354,Asian,Single,Exceeds,3,12-01-2023,1,3,4,13-11-2022,Project Management,Internal,Completed,Helenville,Kimberly Reed,3,802.75,Valid
1439,1866,Cassie Nolan,28-02-2023,22-05-2022,Production Technician I,Kathleen Boyle,cassie.nolan@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,Production       ,Field Operations,22-05-1980,MA,Operator,Male,81653,Asian,Divorced,Exceeds,3,12-10-2022,3,5,2,22-04-2023,Customer Service,External,Completed,Port Brandyview,Zachary Chandler,3,587.63,Invalid
1440,1867,Mauricio Buchanan,09-01-2021,17-08-2021,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Production       ,Engineers,01-11-1942,MA,Technician,Male,25698,Asian,Divorced,Needs Improvement,3,08-05-2023,1,5,2,04-05-2023,Project Management,External,Passed,Jonesberg,John Reid,3,114.45,Valid
1441,1868,Briana Wang,22-03-2022,15-05-2023,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Production       ,Field Operations,28-11-2000,MA,Laborer,Male,6756,Black,Single,Needs Improvement,3,26-02-2023,5,3,3,27-03-2023,Leadership Development,Internal,Completed,West Dylan,Tracy Davis,4,599.79,Valid
1442,1869,Salma Blackwell,11-11-2019,22-05-2022,Production Technician I,Robert Adams,salma.blackwell@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,Production       ,Catv,25-01-1982,MA,Foreman,Female,70511,Asian,Married,Exceeds,3,31-08-2022,1,2,3,23-12-2022,Customer Service,Internal,Failed,Carmenstad,Robert Lee,3,280.46,Valid
1443,1870,Shelby Frazier,04-10-2022,22-05-2022,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,Production       ,Engineers,31-03-1992,MA,Engineer,Female,73361,Hispanic,Married,Fully Meets,3,13-09-2022,2,5,3,25-12-2022,Communication Skills,External,Incomplete,North Wendyfurt,Yvonne Anderson,3,969.98,Invalid
1444,1871,Lindsay Becker,23-08-2021,22-05-2022,Production Technician I,Andrew Calderon,lindsay.becker@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,Production       ,Wireline Construction,09-08-1996,MA,Laborer,Female,51310,White,Widowed,Fully Meets,3,12-12-2022,1,4,3,03-07-2023,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07,Valid
1445,1872,Reyna Good,05-12-2022,18-06-2023,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,Production       ,Field Operations,21-12-1972,MA,Laborer,Female,64371,Hispanic,Married,Fully Meets,3,17-04-2023,1,2,5,04-07-2023,Leadership Development,Internal,Incomplete,Walterborough,Andrew Griffin,4,299.55,Valid
1446,1873,Nathalie Rivera,20-07-2019,28-08-2019,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Involuntary,Production       ,Engineers,23-01-1960,MA,Technician,Female,76588,Black,Married,Fully Meets,3,14-08-2022,5,2,3,02-03-2023,Technical Skills,External,Incomplete,New Kevinfort,Jason Faulkner,3,373.67,Valid
1447,1874,Saniyah Schroeder,05-11-2021,22-05-2022,Production Technician II,Brenda Thompson,saniyah.schroeder@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,Technology / It,08-12-1960,MA,Technician,Male,35018,Asian,Widowed,Fully Meets,3,04-05-2023,2,4,4,25-12-2022,Leadership Development,Internal,Passed,Wrightstad,Dustin Lewis,1,902.01,Valid
1448,1875,Taylor Mann,04-01-2021,04-03-2023,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Production       ,General - Con,01-08-1953,MA,Foreman,Male,24806,Other,Single,Fully Meets,3,05-08-2023,3,1,4,19-03-2023,Project Management,Internal,Failed,Vasquezchester,Brianna Freeman,1,105.61,Valid
1449,1876,Rylee Stevenson,14-10-2022,02-03-2023,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Production       ,Field Operations,21-10-1943,MA,Operator,Female,40691,Hispanic,Single,Fully Meets,3,09-01-2023,4,2,1,14-03-2023,Leadership Development,Internal,Completed,North Rebeccamouth,Michael Romero,5,445.28,Valid
1450,1877,Waylon Pennington,30-10-2021,22-05-2022,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,Production       ,General - Con,17-05-1961,MA,Foreman,Male,5750,Asian,Married,Fully Meets,3,08-09-2022,2,3,2,01-05-2023,Technical Skills,External,Passed,Smithborough,Charles Parker,1,845.17,Valid
1451,1878,Kobe Crosby,02-10-2022,28-06-2023,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Production       ,Splicing,17-06-2001,MA,Manager,Female,78562,White,Single,Fully Meets,3,13-01-2023,5,3,3,25-05-2023,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44,Valid
1452,1879,Carmen Davidson,25-11-2018,14-06-2020,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Production       ,Engineers,30-10-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3,05-08-2023,2,3,4,29-04-2023,Leadership Development,Internal,Passed,Port Emilyhaven,Kimberly Choi,2,227.51,Valid
1453,1880,Sidney Moran,09-07-2021,28-01-2023,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Production       ,Project Management - Con,07-01-1966,MA,Foreman,Female,10781,Black,Widowed,Fully Meets,3,13-04-2023,5,1,2,10-08-2022,Customer Service,Internal,Incomplete,Smithfurt,Danielle Wells,5,785.05,Valid
1454,1881,Alena Bonilla,01-05-2019,22-05-2022,Production Technician I,Thomas Lee,alena.bonilla@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,Production       ,Field Operations,14-10-2000,MA,Technician,Male,54917,Asian,Single,Fully Meets,3,18-09-2022,3,5,3,30-06-2023,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92,Valid
1455,1882,Baron Luna,09-11-2021,13-01-2023,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,Production       ,Fielders,06-02-1945,MA,Engineer,Female,91039,Asian,Divorced,Fully Meets,3,07-07-2023,1,4,2,11-04-2023,Leadership Development,Internal,Incomplete,West Charles,Ronald Long,5,206.16,Valid
1456,1883,Giselle Butler,27-08-2018,23-03-2019,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Production       ,Project Management - Con,03-07-1967,MA,Project Manager,Female,26876,Black,Single,Fully Meets,3,09-10-2022,3,4,2,19-05-2023,Customer Service,Internal,Failed,Leviville,Cynthia Stone,1,483.43,Valid
1457,1884,Sophie Horne,16-03-2019,22-05-2022,Production Technician I,Alicia Gonzalez,sophie.horne@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,Production       ,General - Eng,24-07-2000,MA,Engineer,Female,57831,Other,Married,Fully Meets,3,14-04-2023,1,3,3,09-09-2022,Project Management,External,Incomplete,New Kimberlychester,Robin Oneill,2,889.87,Valid
1458,1885,Jabari Guerrero,07-01-2022,22-05-2022,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,Production       ,General - Con,23-05-1984,MA,Technician,Male,67723,Other,Married,Fully Meets,3,14-09-2022,1,2,4,15-02-2023,Customer Service,Internal,Incomplete,Thomasborough,Vanessa Riley,3,503.04,Valid
1459,1886,Ahmed Montgomery,04-10-2022,05-03-2023,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Involuntary,Production       ,Executive,06-12-1984,MA,Administrator,Male,79888,White,Single,Fully Meets,3,18-01-2023,3,2,5,10-06-2023,Customer Service,External,Completed,West Jack,Gregory Henderson,1,349.8,Valid
1460,1887,Esther Spears,23-03-2022,22-05-2022,Production Technician I,Ashley Clark,esther.spears@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Field Operations,13-09-1997,MA,Tower Hand,Male,78957,White,Divorced,Fully Meets,3,07-05-2023,2,3,3,23-12-2022,Customer Service,External,Passed,Jasminebury,Jessica Brown,4,547.76,Valid
1461,1888,Darian Wall,05-05-2020,25-07-2023,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,Production       ,Engineers,26-12-1947,MA,Engineer,Female,36015,White,Married,Fully Meets,3,23-07-2023,1,5,1,23-12-2022,Technical Skills,External,Completed,East Kim,Victoria Padilla,2,961.68,Valid
1462,1889,Kaleb Cole,23-11-2020,22-05-2022,Production Technician I,Kelsey Thompson,kaleb.cole@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,Production       ,General - Con,14-02-1957,MA,Laborer,Female,19032,Other,Divorced,Fully Meets,3,06-10-2022,5,4,4,09-02-2023,Leadership Development,Internal,Incomplete,New Eric,Laura Patterson,1,993.76,Valid
1463,1890,Anthony Terrell,28-03-2022,22-05-2022,Production Technician I,Cole Johns,anthony.terrell@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,Production       ,Splicing,24-05-1968,MA,Laborer,Female,55466,White,Widowed,Fully Meets,3,12-05-2023,1,3,2,25-10-2022,Communication Skills,Internal,Failed,Lake Randyshire,Tiffany Gutierrez,2,998.32,Valid
1464,1891,William Douglas,25-03-2020,22-05-2022,Production Technician I,Wendy Elliott,william.douglas@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,Production       ,Aerial,24-06-1946,MA,Labor,Female,6790,Hispanic,Married,Fully Meets,3,22-12-2022,2,5,2,13-07-2023,Leadership Development,External,Incomplete,Rodriguezfort,Jonathon Obrien,1,961.55,Valid
1465,1892,Saniya Buck,07-08-2018,22-05-2022,Production Technician II,Nicholas Anderson,saniya.buck@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,Production       ,Aerial,30-05-1986,MA,Technician,Female,91219,Asian,Single,Fully Meets,3,11-01-2023,3,3,3,09-02-2023,Technical Skills,External,Incomplete,West Leslie,Meagan Glenn,3,192.73,Valid
1466,1893,Kristopher Owen,11-02-2020,22-05-2022,Production Technician II,Darryl Scott,kristopher.owen@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,Production       ,General - Con,28-01-1976,MA,Clerk,Male,84422,White,Divorced,Fully Meets,3,08-06-2023,2,3,4,28-09-2022,Leadership Development,Internal,Completed,East Breannaborough,Andrew Rivera,1,604.53,Valid
1467,1894,Hadley Tapia,01-01-2023,22-05-2022,Production Technician II,Clayton Wilson,hadley.tapia@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,Production       ,Field Operations,23-05-1959,MA,Laborer,Male,12371,Other,Single,Fully Meets,3,01-06-2023,3,1,5,29-05-2023,Technical Skills,External,Failed,Port Matthew,Annette Pace,2,144.39,Invalid
1468,1895,Lillie Bush,07-12-2022,22-05-2022,Production Technician II,Phillip Fernandez,lillie.bush@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,Production       ,Wireline Construction,25-01-1989,MA,Lineman,Female,23076,White,Married,Fully Meets,3,18-10-2022,4,5,2,12-09-2022,Technical Skills,External,Completed,Paulmouth,Richard Lopez,5,517.92,Invalid
1469,1896,Lamont Cook,13-03-2023,22-05-2022,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,Production       ,Engineers,18-11-1951,MA,Engineer,Female,80925,Hispanic,Married,Fully Meets,3,17-01-2023,1,1,3,22-02-2023,Customer Service,External,Completed,Basston,Terry Mcdonald,4,537.71,Invalid
1470,1897,Danna Rollins,14-11-2021,22-05-2022,Production Technician II,Lauren Wilson,danna.rollins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,Production       ,Field Operations,20-07-1948,MA,Laborer,Male,38371,Asian,Divorced,Fully Meets,3,05-09-2022,2,4,5,16-03-2023,Communication Skills,External,Completed,Benjaminbury,Mrs. Amy Foster,2,491.71,Valid
1471,1898,Shaun Velazquez,05-06-2019,20-10-2020,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Production       ,Field Operations,14-01-1997,MA,Laborer,Female,5154,White,Single,Fully Meets,3,18-07-2023,4,5,5,10-07-2023,Project Management,Internal,Completed,Kingview,Jessica Evans,3,673.38,Valid
1472,1899,Kolton Duarte,12-12-2020,28-05-2023,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Production       ,Field Operations,06-09-1982,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3,28-06-2023,2,4,5,29-01-2023,Leadership Development,Internal,Incomplete,Port Jenniferside,Tyler Mcgee,2,724.87,Valid
1473,1900,Jonas Braun,06-04-2020,22-05-2022,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,Production       ,General - Con,22-03-1960,MA,Clerk,Female,46828,Hispanic,Widowed,Fully Meets,3,02-07-2023,2,2,5,27-04-2023,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83,Valid
1474,1901,Meadow Howe,30-01-2023,22-05-2022,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,Production       ,Engineers,09-08-1959,MA,Engineer,Female,51699,White,Divorced,Fully Meets,3,22-06-2023,4,1,5,22-09-2022,Project Management,External,Passed,North Peterland,Paul Davis,1,113.47,Invalid
1475,1902,Sarahi Raymond,08-09-2020,19-09-2022,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Production       ,Engineers,11-02-1952,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3,27-07-2023,2,5,3,24-02-2023,Customer Service,External,Incomplete,Jasonborough,Vincent Spencer,1,604.93,Valid
1476,1903,Taylor Wiggins,14-12-2020,07-12-2021,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Production       ,Field Operations,11-04-1960,MA,Foreman,Female,39875,Black,Divorced,Fully Meets,3,17-12-2022,5,5,2,27-05-2023,Project Management,External,Completed,Wintersmouth,Jennifer Garcia,4,699.97,Valid
